Model,Entity,Execution_Time_Seconds,Peak_Memory_MB,Peak_CPU_Percent,Avg_Memory_MB,Avg_CPU_Percent,Memory_Increase_MB,CPU_Seconds,Memory_Seconds
ARIMA,EntityA,0.5164716243743896,412.265625,266.0,412.12548828125,131.6375,2.87109375,0.679870334535837,212.85112037870567
LSTM,EntityA,8.54173231124878,519.71875,280.3,519.4274553571429,213.27142857142857,114.609375,18.217074524947574,4436.81027877384
REGRESSION,EntityA,0.12627053260803223,541.8671875,187.5,541.8671875,187.5,34.9921875,0.23675724864006042,68.42185836844146
XGBOOST,EntityA,1.8825953006744385,625.54296875,230.5,625.54296875,230.5,115.515625,4.3393821680545805,1177.6442533386871
